USER_ID,alaska basil,alcohol future,alice ticket,alien potato,asia jacket,aztec iris,balance hostel,betty today,boston house,bronze sweden,bundle forget,cairo monarch,choice copy,cinema complex,cipher empty,cockpit circle,comedy clean,daniel global,degree forever,diana chariot,diesel jason,diploma vocal,epoxy insect,explain heaven,flame street,fractal heart,fresh shave,frozen command,gelatin prime,glass alpine,good info,gossip cotton,hand inca,harbor moral,helena poncho,henry distant,invent topic,judge sunday,july miami,kermit desert,leonid antenna,lesson switch,lexicon ingrid,liquid baggage,logic channel,loyal jungle,master nobody,medusa cuba,mercy chaos,mineral barcode,moment seminar,motel marvin,neptune before,ninja saga,north speed,nurse october,office triton,pardon thomas,parody athena,pegasus respond,percent edison,plume cowboy,provide flex,reverse royal,rider shine,sabine emotion,saint texas,salon pulse,scale phone,season arthur,segment meter,senator ozone,serial organic,shannon resume,sheriff java,silk gizmo,silver plate,similar malta,siren junior,solid express,spray karma,stella micro,stop door,sushi import,tarzan juliet,telecom pluto,textile strange,theory france,torso cricket,tower fantasy,trivial neon,tuna relax,tunnel nerve,turtle pierre,update vibrate,vampire teacher,ventura next,vodka bahama,volume pasta,zero nikita
112796,,,,4,9,6,5,3,,8,5,,2,,,2,5,4,7,6,2,8,3,,,1,,9,6,,,5,,,4,7,1,,0,6,4,,,6,,,3,3,6,4,2,,4,7,,,4,,,6,5,,5,8,,5,,3,,,,6,2,,7,,3,3,4,,,7,5,6,5,2,,6,8,,3,1,,,7,,,,,
112802,,,,,6,,,,5,,,5,,5,,5,5,,5,6,4,,5,4,,,,5,,,4,4,,3,,,,,3,,,5,,,,5,5,,5,4,3,5,,5,,,4,,,,,,,6,,5,3,,,6,6,,4,,4,,,,5,6,,5,,6,,,,,5,,4,4,4,,5,,4,5,,6
112811,,,9,2,,,7,,,,3,1,,,1,2,4,,7,3,,8,3,0,2,,2,,,,,7,4,,7,,4,,0,,,,,2,4,,0,,,1,7,4,1,6,9,3,10,5,1,6,7,3,,,5,4,1,7,1,,5,4,5,4,,,6,,3,,7,,,,,4,,8,,1,,3,6,,9,10,10,,,
112821,9,,,2,,6,7,2,,,2,,2,,1,2,,,7,,,,3,0,3,,,9,,,9,,,,,10,5,,,7,,,,,,,,7,6,1,8,,1,,9,,10,,1,6,,,1,5,3,,,8,,,4,4,5,4,,4,7,,3,,7,,,3,9,,8,,9,0,4,3,6,1,,,,,8,
112824,8,,1,8,4,,8,,9,7,,1,,3,5,,5,,5,,,4,9,,2,,,3,5,,,4,,,,,,,,8,2,0,9,3,3,,6,,9,2,,8,2,1,,,,,,,,,1,1,,3,,,9,,,,6,,,10,,,9,9,2,1,3,,,,0,,,,7,6,,3,2,,,,,
112831,,,,4,3,6,5,,,4,6,,,3,5,4,3,5,4,6,9,,2,,7,,7,,3,,8,6,,8,,7,,1,8,7,,2,4,5,,7,,,7,,,7,8,,,7,,,2,3,,,8,2,,,7,5,,3,4,,4,,,4,7,9,,,,,,3,,6,,7,,3,,,8,,,,3,,5,
112833,,,4,,3,5,,5,,5,,,7,4,5,,,7,,4,8,,4,8,6,8,7,,,6,,6,7,8,,5,7,2,,,4,,,,5,6,,,8,,,,,,5,7,,,1,3,6,,,,,,5,6,7,4,4,5,6,,,5,,,6,,4,4,3,5,7,,,6,7,3,,6,,7,,,6,,,
112838,,10,,1,3,9,5,10,,,,9,7,,2,,,,5,9,,,,,,,,,2,,,,8,,8,10,,0,,,4,,,8,,,3,2,,,9,,10,,,,,2,,,,,,3,,10,,,5,0,2,1,1,3,10,,9,,1,0,10,,1,1,,,,,10,1,,1,9,10,3,,,0,,
112845,,7,,,,,,3,4,7,7,,,9,4,4,5,3,4,4,,8,,4,3,,4,,2,3,6,,,9,,,,,5,,,,8,,,,1,,5,,,5,4,3,,8,2,,4,4,6,,5,,,,8,,,8,7,8,7,5,5,5,6,,3,7,,,,5,1,5,3,,8,,,8,,9,,5,5,,,
112851,,,,,,3,,2,7,6,7,2,,,5,8,,,5,,1,,8,5,3,4,,2,,3,3,,5,3,4,2,6,,,4,5,5,,4,7,4,6,,,2,3,,,4,,3,6,,6,,,,2,,,,2,,,7,,,,5,,,3,2,,,,,,,,6,3,4,2,7,,6,3,,,,6,,4,3
112856,,4,7,4,7,6,4,,,5,,,4,6,4,,,,,5,,,5,,,,4,,6,2,4,,2,4,1,,,6,,,6,9,3,,7,5,4,,,3,,,,,,4,,5,8,7,,3,4,8,3,3,,6,2,,,,5,,,3,,,4,6,,,7,4,,3,7,,3,,,4,3,,8,,,7,,5
112866,,,0,6,7,4,,,10,0,,,9,,1,4,,,,1,,,,,10,,9,,8,3,6,7,,,1,9,,,9,,9,,,3,7,3,6,,6,,9,,4,4,,1,,8,2,6,3,9,,4,,,1,8,2,2,6,,,,,2,5,,7,,,5,,1,,4,,7,5,,,2,,,,,3,0,,3
112874,,,,,,,7,,,5,,7,,7,4,,5,4,,,,,,,4,7,5,,3,4,5,6,,,7,,5,,5,6,,,6,5,4,,,4,,5,4,5,4,5,6,6,4,,4,,,3,6,,5,7,6,,5,,6,,6,5,5,,,,3,5,,,7,,,,3,4,7,4,,,5,7,5,5,,5,3,4
112875,9,,,3,4,5,,,,,,1,4,4,5,,4,9,5,,7,6,,1,5,6,7,,,3,7,7,5,,,,,,,,3,,1,2,,,,6,,2,9,2,2,,6,,,,,,8,4,,,3,6,3,9,,,4,1,8,,,,,,3,,6,,,3,8,,9,,8,,6,6,,,7,10,,8,9,4
112883,2,,1,,1,4,,,,2,7,,7,8,,8,5,4,3,,8,3,,9,,8,,2,,6,3,3,,7,,1,6,,,,,5,9,,,,9,4,,,3,5,,3,2,7,,6,,4,,,8,4,,,,3,8,8,,,,,1,,4,,7,8,4,,4,,,6,3,3,,9,,,,,,1,1,,,7
112889,5,,,2,,,0,,,2,1,0,,,,8,,9,7,,,,0,6,9,,8,9,,8,,,,,0,,10,8,4,2,,1,0,10,9,1,,6,,9,9,6,,9,1,0,,3,,7,,,7,,2,2,0,,,,1,0,,7,6,,4,,,,8,4,0,5,,6,9,8,,,10,0,8,,,4,,,9,
112894,,,,,3,,,,7,3,,,,8,2,3,,,,,4,8,,8,5,6,5,,,3,,5,5,7,,9,6,,,,3,,3,1,,,,5,4,,5,3,,2,6,,,,2,,6,5,2,1,,6,7,5,5,7,8,,,2,,,,3,,3,6,,,3,1,,,,8,2,,,3,9,,,,,,2
112904,0,,,7,10,7,,,,,,,,3,,1,4,1,7,9,0,10,,2,2,0,,,,10,2,,,0,1,,0,,,5,,,,10,0,5,8,,3,,,,,8,,0,0,2,,6,3,,9,10,9,,1,0,5,,,,,,1,10,,,3,,,5,7,8,,,1,5,,9,1,0,3,6,7,0,0,1,0,8
112913,1,,,,,5,4,,5,3,7,8,,,5,4,,2,,9,,7,5,,,4,4,,,,,2,,,,2,,,,3,7,6,,9,3,,9,2,,7,,6,8,6,,,0,3,,,3,,9,,,,,,7,8,,,1,5,1,7,,7,5,,7,,,,,,2,2,4,,,2,3,8,,1,0,2,2,8
112922,9,,,6,,4,7,,,,5,,,8,9,,4,9,2,1,,2,9,,6,,9,1,6,2,7,,5,,9,5,10,3,10,,,6,,,,3,,,,4,,2,4,,4,9,9,9,2,,8,,,0,3,,8,9,5,,4,,10,7,5,,,,,,,,,,,,7,,,,,,,4,3,8,7,10,,
112926,9,1,5,2,5,5,8,5,2,,,,4,3,,4,5,8,5,3,,5,6,1,5,6,,,,,7,7,4,,,9,,,3,6,3,,1,,7,,1,,,,9,3,3,,,6,,,,,7,4,,2,,6,3,9,,,4,,7,,9,2,,,3,,,,,,,,,,,1,,5,6,,8,10,9,,,
112929,6,1,2,7,7,3,5,1,9,,4,,,7,,8,,,6,,,8,,3,,,3,2,8,1,,,,,2,2,7,,2,4,,,7,1,9,3,5,8,5,0,,,1,4,,4,9,,,,,9,0,7,5,,5,,3,8,,,9,5,2,7,3,,,,1,3,,7,,6,,,0,6,,,2,,8,,9,,,
112933,3,,,8,,4,,,8,3,,7,,8,,6,7,2,5,4,1,,8,3,,,3,,7,,2,3,,2,0,1,,,4,2,,9,8,,9,2,,,2,,,3,2,6,,,5,,10,,,8,2,9,,,,,3,9,6,8,,,0,6,3,,7,,2,,9,,,2,3,,0,,8,8,,1,,,,10,6,2
112940,,,6,4,,,4,,,,2,8,,,5,2,5,3,,5,7,6,3,3,,,6,6,5,3,,6,,,,,5,,8,,,9,,,,,,,,,,3,,,3,6,4,,7,,5,,,7,2,6,,7,,3,3,4,,4,4,,,,,,,8,,,6,,,5,,,4,,,,6,8,6,,8,6
112945,,4,1,3,8,5,,7,,2,4,1,,1,,6,6,8,6,3,8,1,0,,,1,8,,,,3,,4,,1,2,,7,6,,,,1,,,2,9,5,,9,,5,,,1,,,6,,7,2,,,9,3,,,,4,,3,,,,6,,6,3,,,8,5,,,,5,,,,9,9,1,,,4,4,4,2,,7
112954,,,,,4,4,4,,,,8,,,7,5,5,,2,,,4,,,8,6,4,,,1,8,,2,6,,,,,9,,3,7,6,,,,3,9,1,,7,,6,8,,2,2,,3,,,,,9,9,,,,1,,8,8,,,5,,8,1,7,,9,6,,3,7,,,2,,,,3,2,,,3,0,0,2,1,
112955,,8,,,,,9,3,8,,,9,3,,,,8,,,3,,9,8,7,,7,,,2,,6,6,6,,8,,,,7,,,9,3,2,,,1,5,,,4,3,4,2,,,,,,,,,2,,6,,5,5,4,8,,,,,,3,5,,,,,6,9,,1,5,,,8,2,,8,5,9,2,3,4,3,1,
112960,4,,,3,9,,,9,8,2,,,9,0,6,7,,,,,,,0,,,,,8,,,,,,,1,,10,7,5,,9,,,,,,10,6,7,,9,5,,,,1,9,,,6,3,9,5,,,4,,,3,,,,,5,6,,,,,1,,,1,,10,,,,,,9,0,,,,,3,2,,8
112965,7,,,7,,3,,1,8,5,4,,4,6,,8,6,6,5,,,,,,,,3,3,8,,,,4,4,,,,,,,,4,6,,,4,,7,,,4,,1,3,,5,,7,,,,9,1,5,6,1,4,4,4,,,,,,3,,,1,8,,2,,,7,5,,3,5,,6,,8,,1,,,8,,5,1
112972,,2,,,,,0,,,0,,,10,0,5,,,,,3,,1,,9,,0,10,9,10,7,,,,0,,0,,8,,,10,,0,10,,0,,6,,10,,4,5,,0,0,10,6,7,,,10,4,,,,0,9,1,0,1,,2,3,8,3,,,9,,,5,,1,,5,9,,,10,10,0,,0,2,,,0,,8
112974,8,,,6,6,2,7,,6,8,9,,,3,,,6,8,,,1,6,8,,,5,3,4,,,,4,8,3,8,3,,,1,6,,1,7,,4,,4,3,,2,6,7,,3,8,3,,,2,4,5,,,3,8,3,1,,6,6,7,,5,,7,9,2,3,7,7,3,3,,,,7,2,6,,6,6,4,,2,,3,7,,2,
112975,,,0,9,,,,9,,,,,,,10,10,,7,,2,10,0,,10,,,,0,3,,,4,,10,,,,,,,8,,9,3,10,,,,,,9,,,1,1,10,,10,,1,,10,5,0,4,4,,7,8,9,5,3,,,,1,,,8,,1,0,6,,,10,,3,,10,,10,6,9,1,,,10,9,3
112977,,2,,,,,,,8,,,,,,4,9,,9,,4,,,7,9,3,9,,,,,7,,,,,1,,4,2,8,2,,,,3,7,,4,,,,,4,1,,5,,,,,6,10,2,0,9,,1,3,,6,,,6,,9,9,,,8,,3,1,1,8,,,,7,,4,,,,,,3,5,3,1,3
112979,4,6,,,6,5,4,,3,,,,5,5,,,4,,,4,,4,6,5,4,,,,,5,6,4,,5,,4,5,,,,4,5,,,,,4,,4,,5,,,,4,4,4,5,4,6,,6,5,4,5,,7,5,,,,,,5,,,,,,6,4,5,,6,,,,5,6,5,5,,3,,4,6,,5,,5
112981,3,,,6,5,6,,7,5,,1,9,,8,,,,,4,,,,,,,2,5,,6,2,,,1,4,,5,5,,,3,7,9,5,,,,6,,,,,2,5,7,3,6,4,,,7,4,,5,,,,,5,3,,4,,7,,1,2,,3,,,4,,9,,,,,4,1,,6,7,3,,7,3,,,8,4
112983,,7,,,,5,,6,,4,6,6,5,,,5,5,4,5,,,,5,,,,,5,3,,4,4,6,4,4,,4,6,6,,5,5,6,7,4,5,7,,,6,3,6,6,5,,4,,,7,5,5,,,,,,,4,6,6,,,3,5,,6,4,,,6,,,4,5,4,4,4,4,5,7,,,,,,3,,3,4,
112985,,0,,2,9,,,9,1,8,0,,,0,9,,1,,7,10,,,,,5,,,,9,,,,5,2,,,3,7,1,2,9,,,10,,2,10,,5,2,5,9,,9,,2,3,1,,6,4,6,10,,2,,1,,,1,,1,1,,,8,,,,,3,,0,,10,7,9,7,0,9,10,0,,0,10,,6,9,10,
112988,6,3,,,,4,6,,,6,,3,5,5,5,,6,6,5,,,,,5,,,,4,,,,,6,4,,,,7,3,5,4,,6,4,,,5,4,,3,5,6,,,6,,,4,,,5,,,4,,4,,5,,6,,5,5,5,,,4,,6,,4,4,5,6,,,,,4,6,,5,4,,,3,5,7,,4
112997,3,,,8,3,,,2,10,1,,,,5,1,3,,,4,1,,,,,9,,,2,,3,7,5,,2,,,9,5,,,7,10,,,5,6,1,,4,9,,,,1,4,5,9,,2,5,,8,,,7,,,6,,,,,,0,,,,,6,0,9,,,1,,4,,,7,3,1,7,,8,,,4,,1,
113002,2,8,8,3,,8,,9,,3,,10,5,8,,,,1,,5,6,9,,,,,,,7,1,4,6,0,5,,,,4,9,,,,,,8,3,,8,,,1,1,6,,,6,,,,,4,0,8,10,1,,10,7,1,3,2,6,,,1,0,,,2,,,,9,1,4,,,,,,4,,,,9,,,,,6
113004,,,0,7,0,,7,,8,2,6,3,,,,,,,2,3,10,,9,10,8,,10,0,,,4,,4,10,,2,,,,3,,8,8,,,,,,3,,,2,6,,,,,9,,3,7,9,4,,3,5,9,,,8,,1,10,,2,,,,,4,,2,5,4,,,,3,,,9,10,4,6,2,,,10,,
113009,5,10,,9,0,,10,1,,2,,10,2,10,1,,10,,2,,,,10,9,7,,6,1,,,,,,,9,,4,,9,,2,10,,,,9,,8,4,,4,,,,,,,,1,2,8,,0,0,,6,6,,,,10,,,0,,,5,3,,,8,,10,1,,,2,1,,0,0,,4,10,,,,,,
113015,5,1,,2,,5,0,,,,1,,9,,,,7,9,,8,9,1,,,9,0,7,,10,8,2,4,,,,0,,,4,,10,,0,9,9,,,7,,8,,6,8,9,,,9,2,,,3,9,,,,1,,,,,,0,2,6,6,,3,7,,2,8,3,1,6,,,,,0,,10,0,,,,4,5,,,8
113022,,,,3,2,7,6,,3,,,,6,2,4,,3,7,4,,,1,1,,,9,,8,2,,8,,,8,10,8,,,,,3,,3,,,8,,3,,9,,,,,3,7,3,,,2,8,2,,1,,10,,,,2,5,,3,,10,,7,,,1,9,6,,,,,,,10,,,3,9,,,10,,,,
113024,,2,,4,,5,6,4,4,,4,3,5,,,5,,,5,,,,,,,5,,,,,,,,6,,8,,,,,4,5,,,6,6,,6,,,8,4,,,,,,6,2,,6,,3,4,,,,,4,3,4,,,5,8,4,,,5,3,5,6,6,,7,,,,6,,,,6,3,6,,,6,7,
113032,5,,5,,7,,,6,,6,,3,,,,5,,6,,6,6,2,,,,,,,7,,4,,,3,3,,,6,4,,,2,,,6,,8,5,,,,6,,,,,5,,6,6,,7,,,4,,5,5,,,,,4,,5,,,6,6,7,5,,3,,,5,6,6,,,8,,,2,,6,6,,,7
113041,5,9,,2,2,7,5,9,,,8,,,,3,,3,,5,,,,1,8,9,,,,,9,8,7,,,10,,4,0,9,,3,1,2,,1,8,,,,10,10,,9,5,,,,,,,,,9,,,10,5,6,,,3,,,,,2,8,10,2,,,,,3,8,8,8,7,,,,1,9,,,10,2,,4,
113048,,7,6,,,,,,4,8,,,,1,,7,,,5,,,1,,,,,5,,2,10,8,5,,,,6,,2,3,8,2,,,6,,8,,2,,,,8,,,6,5,4,,,,9,,,1,,10,,,9,,,,2,6,10,9,4,9,4,,,,,,6,7,,8,10,4,,2,,,1,9,2,0,,
113057,,,10,5,3,6,,,2,8,,7,2,8,,,,,,,,,8,,1,9,3,,2,,6,4,6,9,,5,1,4,3,6,,3,10,4,3,,,,5,,,,5,4,,,1,,5,4,,,8,,,,9,4,,8,,,,,,,,6,3,9,1,,,,1,5,,,,2,,,4,7,,,,,,5
113060,,,,1,10,,,,,,,,9,,,,,8,,,,0,0,1,,1,6,,10,9,,3,5,,1,0,6,,1,,10,,,,9,1,10,6,6,,,9,,10,,1,,1,,7,,8,,10,,2,,5,4,,,,1,,,,,,9,,4,3,0,9,,7,9,,,10,10,0,8,0,10,,,9,,
113062,7,,3,6,,,,3,6,6,7,,5,4,5,,,,5,,,4,7,7,4,,,,,6,5,5,7,,,4,6,,4,,,2,7,5,,,5,,,,6,,4,,6,5,,,,4,6,,4,3,,5,3,4,,6,6,4,,6,,7,,5,,,,3,4,,,6,3,,,6,,5,,,4,4,5,,4,
113072,,,2,8,,,,8,8,,7,9,,,,,6,,3,9,7,,8,10,7,,7,,,,1,1,5,,1,0,3,,10,,,,,10,5,1,10,3,2,,0,5,,5,,4,,5,10,,,7,9,,6,4,,,,9,,,,6,,6,2,8,7,,4,3,4,7,,,,1,,10,5,5,,,,0,0,5,,8
113079,4,,10,,2,9,,10,,5,,,,,,0,,4,5,8,,,0,5,10,,,,2,9,,,,,,10,,0,10,5,5,7,0,8,,,,,,,,4,10,8,,,1,3,,,8,,10,,,,,,,,2,1,,3,10,,10,10,0,0,10,,1,,8,6,10,6,,,,,9,,3,10,2,,8,10
113088,,8,,7,4,,,4,,2,,8,,,2,,,,5,2,6,,7,,8,,6,4,,3,,,4,,,9,8,4,,,,,0,2,5,6,2,,4,8,7,,5,,,5,9,7,,4,6,7,,2,6,,4,,,5,7,4,,,6,,,,,1,,5,,,,5,5,,,,2,6,,,1,2,4,,2,2
113097,,,,,2,5,,,,,,9,4,8,,3,9,4,,3,,9,9,,6,6,,3,,3,,,5,,7,9,5,3,,,3,,,1,,,1,6,,,,,5,,,7,6,,2,4,7,,2,,6,5,,5,4,7,8,6,,2,,,,,,,6,,9,2,2,4,4,,8,2,1,8,,9,1,3,5,,1,
113098,5,,3,7,7,4,5,2,7,,3,,,,,6,7,4,5,,1,,9,2,,,,,,1,2,4,1,3,,3,,9,3,,6,9,,,,,5,,,,1,,,,,,7,,,8,,8,,8,4,0,,,,,5,7,8,5,,,4,1,7,,,4,,6,,4,4,3,,,8,7,2,,8,1,7,,,
113103,7,1,9,,9,,6,,,,,,,2,,2,5,,,4,,,3,1,4,,,,,,7,7,,,6,9,3,,1,6,3,5,,,,,1,,,,7,,3,,,3,,3,2,,6,2,2,6,4,6,2,,,,4,4,,,,,,3,,,,8,5,,,,,,,1,,,,,,,9,,6,4
113107,5,,6,7,,,,3,,4,8,,,9,,3,,4,,3,,,,7,,,5,,2,,,6,6,8,8,10,4,,8,8,,9,,,,7,1,,4,5,,3,4,,7,,5,7,,3,7,3,2,1,,,,4,,,8,,,,,,,,,,5,,,,1,5,,,9,,,,4,,,,5,,,
113116,,,,7,,,,,,6,9,1,5,5,6,,,,,,,4,,,2,7,4,,6,4,4,4,,5,,1,7,8,2,6,4,,9,,7,5,6,5,,,6,7,2,,,4,8,,3,,4,,1,2,8,,,4,,8,7,6,,,,9,2,,9,8,,1,,8,5,8,1,,,7,8,7,,,4,1,7,9,,2
113120,5,8,5,4,,6,5,,,,7,6,7,,5,5,4,,,,9,,3,,7,,7,6,,8,,,8,,,,5,,,,4,2,5,6,,,,4,7,,8,,8,4,3,,3,4,2,3,6,,,,,,,,,4,5,,4,5,,,6,,,,7,,,4,6,7,,,,,,,,9,2,8,2,1,,
113125,,6,1,,,,5,,7,3,,,7,,,,,5,4,,,4,7,,,7,7,,,3,,4,4,,5,,8,,,,,,,4,,,,,4,6,,,,4,4,7,5,,,,,7,5,,4,,8,,,7,5,,8,,3,3,6,5,,,3,,6,,,,5,4,2,,,,,6,3,3,3,8,6,
113130,,,9,2,5,,,9,,5,3,,,,3,1,4,,,7,9,2,1,,8,6,7,,,7,7,7,,7,,,3,,,5,5,7,,7,,7,,4,,9,,,,,,,2,4,,,7,,9,5,2,,8,,4,1,3,3,,,,,8,9,2,1,,,3,,7,,,,9,,2,2,7,,,,,0,7,
113139,,,2,,7,,,,6,4,3,,,2,6,,6,7,5,7,,3,,,7,,6,7,,6,,6,,2,3,2,,5,,4,7,,,8,7,3,9,5,6,,6,,6,,3,,,4,,5,5,,,,3,5,,6,4,2,3,3,3,,6,5,4,5,5,,5,5,,4,9,,,,,,8,2,,,,5,4,,7,
113147,9,1,3,3,,5,7,4,,7,4,1,5,4,,6,,,,,,,,2,,6,,4,8,,,,4,8,9,,8,,4,,3,,,,7,6,1,7,,,,3,2,,7,7,,,,5,7,6,,,,5,,9,,3,4,,9,5,9,2,8,3,,1,4,,6,,,9,,7,6,2,,7,,2,7,10,10,,,2
113148,6,,10,,,,8,2,,,6,8,2,,,5,,2,4,,1,,,,,,2,3,,4,,,6,10,,,,4,4,7,,3,10,3,,8,,,,,,6,,2,9,,1,5,,4,,1,,,6,7,9,,7,9,,9,,7,,,,,,9,2,6,,,,5,,4,,,2,9,,,,,6,,,4
113150,2,7,6,,,,,8,,2,1,,5,8,6,1,6,,5,,4,8,,2,,,5,5,6,,3,5,0,,0,,4,6,8,,,10,3,7,8,,6,7,1,4,,2,,,,5,,7,10,,,,6,,,,9,6,2,,,7,,4,,1,7,3,,6,5,,,,3,,,,,6,,,2,,8,3,,7,8,
113154,3,,7,4,,,,,2,4,,9,6,,5,,,3,4,7,9,,,,7,,,7,4,,,5,4,6,,8,,2,,4,6,,3,8,4,,,5,,8,,3,,,2,,2,6,7,5,,1,9,7,3,,,,4,4,4,,,,,,,,,,,,5,2,,3,,5,,,3,4,5,,5,,,,,
113157,5,8,8,,,,,,,5,,6,,2,,,3,6,5,7,10,,,8,,9,8,8,,,,,9,9,9,9,4,0,,7,4,,2,5,1,8,4,3,8,10,,,9,,,,,2,1,,,1,,1,5,,6,,,,,,2,4,,3,8,10,,,,8,,3,8,,,,,,2,2,,10,2,,,,,8
113165,,0,2,7,,,6,1,8,6,6,1,4,,,,7,,,,0,9,9,3,,,,2,,1,,4,,,2,1,,9,1,5,,,,,,4,,,5,0,,,1,3,9,3,9,6,,7,,10,,6,,,3,,,,,,8,,,,2,,,,1,2,,8,,6,,,0,7,,8,,0,,0,,,4,1
113166,,,,2,,4,,,4,8,,0,7,,8,,,10,,,9,1,,1,,9,9,,10,,10,,2,,,10,10,,,7,2,,,0,10,,,10,,,,,1,2,,,,10,0,3,9,8,,0,,,8,,,1,,1,10,6,10,0,,,5,0,1,,,2,,,,,,,,,8,0,,10,,10,,0
113167,,,,,,4,,,,1,,,7,,,,9,8,,1,,7,,10,,,,3,,,6,,,1,,9,,6,,6,,10,,,5,,3,,,10,9,,4,,2,3,,8,2,,4,,,3,,4,3,7,3,,,3,,1,7,2,,,6,,9,,,1,8,,,,,,2,4,5,,1,1,,,,
113177,,7,0,,,,7,9,9,,5,,,,10,10,4,8,1,1,10,,9,10,8,,,0,4,,,5,,,9,2,,3,10,5,6,6,,,,2,,,,,10,2,,,,10,9,9,,2,7,,,0,3,5,,8,,,,2,10,,,,,,8,,,,,,,10,7,5,,8,9,10,6,7,1,,,10,,
113181,6,,5,,5,,5,,4,5,,,,,,,,5,,,6,5,,,5,6,,4,5,,,5,4,,,6,6,4,,,5,6,4,4,6,5,,5,,,,4,5,5,5,,,,,5,5,5,,4,,5,,,4,4,4,4,,,5,3,,,,,,6,5,4,,,,,,4,5,,5,5,5,7,6,5,,
113184,,3,1,,,,,,,5,3,3,,,7,,4,,,1,,,7,5,,,8,3,8,2,8,7,4,9,,,,,,6,,,3,1,,5,,,5,3,,2,3,3,6,9,10,,,4,7,7,2,1,3,5,,9,,,,,,6,7,,,5,5,,3,3,7,3,8,,8,,4,3,,9,,3,5,,9,9,,2
113194,,9,0,8,0,4,5,9,7,,,,,,9,,,6,2,5,9,,,10,,,,,2,,,3,,9,7,,9,5,,4,7,6,9,7,,2,,,3,8,,3,8,3,1,,2,,7,2,6,,8,,,,8,,8,8,,,8,7,1,2,,8,,6,,2,,5,3,,4,,2,,7,,,,1,2,,,7,
113202,,,1,,,,,,8,2,,,8,,4,6,7,,,2,8,,,8,,,,4,7,,,,,,1,5,,7,7,,8,,1,5,6,3,,6,6,9,8,,4,7,2,2,,7,5,,,8,2,7,,,3,7,,,,3,5,3,,,,,7,1,9,5,2,,,4,,,,7,,,,3,3,,,,,
113205,,,5,,7,,,,,,,,6,3,6,,,,5,7,7,2,1,3,,,,7,7,6,4,,5,3,,,,,,,6,,5,8,,,9,4,6,,,,,8,3,,,,,6,4,,8,,,5,,,5,2,3,,4,7,6,,5,,6,,,,,,,,6,6,,8,,,,,,7,5,,,7
113206,,7,1,5,,,6,5,,2,,5,7,,,4,8,,,2,,,5,,,2,,4,6,4,,,4,2,3,8,9,5,,,,8,1,,,,5,,,,7,3,,,,,,,,,,,2,4,,4,3,6,,4,,,6,2,7,,4,3,6,,,5,,2,8,4,,,6,,,,,6,2,,5,,,4
113211,10,,,4,,,,,6,5,,,8,,,8,,,,0,9,1,,,6,9,9,,8,,9,,,10,,,,1,9,6,,6,2,0,,,,9,6,3,,,2,,6,,,9,,3,,,0,,,5,9,10,,,,,10,6,9,0,10,,,0,,,7,2,,,9,,,1,,,,2,,10,,,10,1
113216,0,10,10,,,5,,4,,4,,9,,,,,,,6,,1,,5,7,,1,1,,,10,0,1,,,,,,10,,2,7,,10,,1,3,10,,2,7,,8,8,,3,,0,,10,,,4,10,10,9,,,,8,,,,,,0,10,0,,,10,,,,9,0,,0,1,,10,,,,8,3,0,,1,0,
113222,6,6,6,4,,6,,6,4,,,,,,,,,,5,5,,,,,7,,6,7,,8,,,8,,,,5,1,,,4,1,4,4,,,,,8,8,,,,4,,7,5,,1,,7,,6,,,,,5,,3,4,4,4,5,,5,,,,,7,5,2,4,7,6,5,7,9,,3,4,8,9,,,5,,,6
113231,,,,4,9,,,6,10,0,7,,10,,1,5,10,10,,0,10,,,10,10,0,,4,9,4,,7,,,0,,,8,,,,,0,4,,,,7,7,,10,1,4,8,,0,,,,8,2,10,0,8,4,,0,9,,,4,0,6,0,8,,,,,0,,,,1,10,3,,,,,7,,,,,,3,0,3,
113235,,,,6,7,,3,6,5,,1,8,,8,6,,6,2,5,,,9,6,1,,,4,,8,,,4,,2,0,,4,9,,,7,,4,7,8,,5,,1,,0,,,8,4,4,5,8,10,,,4,4,9,,,9,,,7,,,,,,3,5,1,,,4,,,,3,,,3,0,,6,,,1,9,2,,,8,
113237,7,,10,,5,,,,,9,2,4,4,,8,8,,,,8,2,2,,1,,9,,,,6,5,3,6,10,7,4,,5,1,,,,10,,3,,,4,5,1,2,7,,6,8,,,,8,,5,1,,4,,,,3,,,,,,9,4,,6,,5,9,1,5,4,,,,4,6,5,2,6,7,,5,,8,,10,,7
113247,7,,,4,2,,,5,,,,3,6,,4,7,3,8,,,9,1,,,,,,,,,,6,10,,10,5,,1,4,,2,0,6,6,,,,2,9,9,9,8,,,5,6,,3,,,,,8,1,8,,1,3,9,,7,3,2,,,,4,,4,,8,,,,7,7,3,,10,3,,,,,1,,2,,,
113253,6,3,2,6,4,,7,,6,,,,,6,,,6,,5,5,,,8,,,6,,2,5,4,,4,,5,,3,6,,,4,5,,,4,,4,,,,,5,5,3,,6,,,,,,5,8,,,6,3,,,,,6,4,,,,6,,,7,7,3,3,5,7,,7,,,3,,,6,4,3,5,2,5,8,,
113262,,,4,,8,,,8,3,,1,1,8,,9,,,,6,,,,0,2,6,3,6,9,8,8,2,5,5,,,0,,7,,,9,1,,9,,,,5,6,,6,8,6,9,,,5,3,,6,,6,8,,3,4,1,6,5,,,,2,,,6,,7,,,,4,,7,,7,8,8,1,,10,,,0,9,6,,,,
